,otv,debris1,debris2,debris3,debris4,debris5,debris6,debris7,debris8,debris9,debris10
204,[-1.08969512 -0.70153744 -0.07012837],[-1.21116832e+00 -1.56098175e-01  2.33355746e-04],[-1.08969512 -0.70153744 -0.07012837],[-0.41236431  0.97680306  0.12126718],[ 0.16803583 -1.16518013 -0.08429055],[ 0.93059317 -0.56282797 -0.02569628],[-0.10053477 -1.27071582 -0.08359665],[-1.07500133 -0.70516984 -0.03644747],[ 0.61797069 -1.10418878 -0.08718164],[-0.28506537  1.10289473  0.1779415 ],[-0.99331872 -0.58776112 -0.0184094 ]
205,[-1.08771759 -0.70456755 -0.0704503 ],[-1.21068394e+00 -1.59811598e-01  2.11847001e-04],[-1.08771759 -0.70456755 -0.0704503 ],[-0.41605595  0.97525343  0.12113   ],[ 0.17180547 -1.16463235 -0.08426175],[ 0.93264194 -0.55943335 -0.02554614],[-0.09688433 -1.27099568 -0.08365254],[-1.07299363 -0.7082125  -0.03661302],[ 0.62117685 -1.10239594 -0.08708498],[-0.28879695  1.10193179  0.17789008],[-0.99135096 -0.59107034 -0.01852698]
206,[-1.08573154 -0.70759213 -0.07077168],[-1.21018817e+00 -1.63523517e-01  1.90336264e-04],[-1.08573154 -0.70759213 -0.07077168],[-0.41974172  0.97369005  0.12099111],[ 0.17557331 -1.16407243 -0.08423208],[ 0.93467831 -0.55603129 -0.02539565],[-0.09323309 -1.2712651  -0.08370775],[-1.07097729 -0.71124946 -0.03677828],[ 0.62437779 -1.10059385 -0.08698759],[-0.2925253   1.10095653  0.17783667],[-0.98937216 -0.59437297 -0.01864436]
207,[-1.08373698 -0.71061117 -0.0710925 ],[-1.20968103e+00 -1.67233899e-01  1.68823737e-04],[-1.08373698 -0.71061117 -0.0710925 ],[-0.42342157  0.97211295  0.12085051],[ 0.17933933 -1.16350039 -0.08420154],[ 0.93670224 -0.55262184 -0.02524483],[-0.08958109 -1.27152407 -0.08376227],[-1.06895233 -0.71428069 -0.03694324],[ 0.62757349 -1.09878252 -0.08688947],[-0.29625038  1.09996898  0.17778128],[-0.98738235 -0.59766899 -0.01876153]
208,[-1.08173393 -0.71362465 -0.07141276],[-1.20916250e+00 -1.70942708e-01  1.47309622e-04],[-1.08173393 -0.71362465 -0.07141276],[-0.42709546  0.97052216  0.12070822],[ 0.18310348 -1.16291623 -0.08417011],[ 0.9387137  -0.54920503 -0.02509367],[-0.08592835 -1.27177259 -0.08381609],[-1.06691876 -0.71730617 -0.0371079 ],[ 0.63076392 -1.09696196 -0.08679063],[-0.29997215  1.09896913  0.1777239 ],[-0.98538154 -0.60095836 -0.0188785 ]
209,[-1.07972241 -0.71663253 -0.07173247],[-1.20863261e+00 -1.74649909e-01  1.25794122e-04],[-1.07972241 -0.71663253 -0.07173247],[-0.43076334  0.96891769  0.12056422],[ 0.18686572 -1.16231996 -0.08413781],[ 0.94071268 -0.54578092 -0.02494218],[-0.08227491 -1.27201066 -0.08386923],[-1.06487661 -0.72032588 -0.03727227],[ 0.63394906 -1.0951322  -0.08669105],[-0.30369057  1.097957    0.17766453],[-0.98336976 -0.60424103 -0.01899525]
210,[-1.07770243 -0.71963481 -0.07205161],[-1.20809135e+00 -1.78355468e-01  1.04277439e-04],[-1.07770243 -0.71963481 -0.07205161],[-0.43442514  0.96729957  0.12041852],[ 0.19062601 -1.16171158 -0.08410464],[ 0.94269915 -0.54234955 -0.02479036],[-0.07862079 -1.27223829 -0.08392168],[-1.06282588 -0.72333979 -0.03743633],[ 0.63712888 -1.09329325 -0.08659074],[-0.3074056   1.0969326   0.17760318],[-0.98134703 -0.60751697 -0.01911179]
211,[-1.07567401 -0.72263144 -0.07237019],[-1.20753873e+00 -1.82059350e-01  8.27597755e-05],[-1.07567401 -0.72263144 -0.07237019],[-0.43808082  0.96566781  0.12027113],[ 0.19438432 -1.1610911  -0.08407058],[ 0.94467307 -0.53891096 -0.02463821],[-0.07496602 -1.27245546 -0.08397344],[-1.0607666  -0.72634788 -0.0376001 ],[ 0.64030334 -1.09144512 -0.08648971],[-0.31111719  1.09589594  0.17753984],[-0.97931337 -0.61078615 -0.01922812]
212,[-1.07363717 -0.72562241 -0.07268821],[-1.20697475e+00 -1.85761520e-01  6.12413335e-05],[-1.07363717 -0.72562241 -0.07268821],[-0.44173033  0.96402245  0.12012204],[ 0.19814061 -1.16045852 -0.08403565],[ 0.94663443 -0.5354652  -0.02448572],[-0.07131064 -1.27266218 -0.08402452],[-1.05869878 -0.72935012 -0.03776356],[ 0.64347244 -1.08958782 -0.08638795],[-0.3148253   1.09484704  0.17747452],[-0.97726881 -0.61404853 -0.01934424]
213,[-1.07159191 -0.7286077  -0.07300565],[-1.20639942e+00 -1.89461942e-01  3.97223156e-05],[-1.07159191 -0.7286077  -0.07300565],[-0.44537361  0.96236351  0.11997126],[ 0.20189483 -1.15981385 -0.08399985],[ 0.94858319 -0.53201232 -0.02433292],[-0.06765467 -1.27285844 -0.0840749 ],[-1.05662243 -0.73234649 -0.03792671],[ 0.64663613 -1.08772139 -0.08628547],[-0.3185299   1.0937859   0.17740721],[-0.97521336 -0.61730407 -0.01946013]
214,[-1.06953826 -0.73158728 -0.07332252],[-1.20581275e+00 -1.93160583e-01  1.82029241e-05],[-1.06953826 -0.73158728 -0.07332252],[-0.44901062  0.960691    0.11981879],[ 0.20564695 -1.1591571  -0.08396317],[ 0.95051934 -0.52855236 -0.02417979],[-0.06399815 -1.27304424 -0.08412459],[-1.05453759 -0.73533696 -0.03808956],[ 0.6497944  -1.08584582 -0.08618227],[-0.32223094  1.09271254  0.17733793],[-0.97314706 -0.62055274 -0.01957582]
215,[-1.06747623 -0.73456113 -0.07363882],[-1.20521473e+00 -1.96857407e-01 -3.31663857e-06],[-1.06747623 -0.73456113 -0.07363882],[-0.4526413   0.95900496  0.11966463],[ 0.20939692 -1.15848827 -0.08392562],[ 0.95244284 -0.52508537 -0.02402634],[-0.0603411  -1.27321958 -0.08417359],[-1.05244425 -0.73832152 -0.03825211],[ 0.65294721 -1.08396114 -0.08607833],[-0.32592837  1.09162697  0.17726666],[-0.97106992 -0.6237945  -0.01969128]
216,[-1.06540583 -0.73752923 -0.07395454],[-1.20460538e+00 -2.00552380e-01 -2.48361700e-05],[-1.06540583 -0.73752923 -0.07395454],[-0.4562656   0.9573054   0.11950879],[ 0.21314471 -1.15780738 -0.08388719],[ 0.95435367 -0.5216114  -0.02387256],[-0.05668355 -1.27338446 -0.08422189],[-1.05034244 -0.74130013 -0.03841434],[ 0.65609454 -1.08206736 -0.08597368],[-0.32962216  1.0905292   0.17719341],[-0.96898197 -0.62702931 -0.01980653]
217,[-1.0633271  -0.74049155 -0.07426968],[-1.20398471e+00 -2.04245467e-01 -4.63554680e-05],[-1.0633271  -0.74049155 -0.07426968],[-0.45988347  0.95559235  0.11935126],[ 0.21689029 -1.15711443 -0.08384789],[ 0.9562518  -0.51813048 -0.02371848],[-0.05302554 -1.27353888 -0.08426951],[-1.04823217 -0.74427277 -0.03857627],[ 0.65923636 -1.08016449 -0.08586831],[-0.33331227  1.08941925  0.17711818],[-0.96688324 -0.63025714 -0.01992155]
218,[-1.06124003 -0.74344806 -0.07458424],[-1.20335271e+00 -2.07936633e-01 -6.78743299e-05],[-1.06124003 -0.74344806 -0.07458424],[-0.46349486  0.95386584  0.11919205],[ 0.2206336  -1.15640942 -0.08380771],[ 0.95813722 -0.51464268 -0.02356407],[-0.04936709 -1.27368284 -0.08431643],[-1.04611347 -0.74723943 -0.03873789],[ 0.66237265 -1.07825257 -0.08576221],[-0.33699866  1.08829712  0.17704097],[-0.96477373 -0.63347795 -0.02003635]
219,[-1.05914465 -0.74639876 -0.07489821],[-1.20270939e+00 -2.11625844e-01 -8.93925536e-05],[-1.05914465 -0.74639876 -0.07489821],[-0.46709972  0.95212589  0.11903116],[ 0.22437461 -1.15569236 -0.08376666],[ 0.96000988 -0.51114802 -0.02340935],[-0.04570824 -1.27381633 -0.08436266],[-1.04398635 -0.75020006 -0.03889919],[ 0.66550338 -1.07633159 -0.0856554 ],[-0.34068128  1.08716283  0.17696178],[-0.96265348 -0.63669171 -0.02015093]
220,[-1.05704097 -0.7493436  -0.0752116 ],[-1.20205477e+00 -2.15313064e-01 -1.10909937e-04],[-1.05704097 -0.7493436  -0.0752116 ],[-0.470698    0.95037252  0.11886859],[ 0.22811329 -1.15496327 -0.08372474],[ 0.96186978 -0.50764657 -0.02325432],[-0.04204901 -1.27393935 -0.0844082 ],[-1.04185082 -0.75315466 -0.03906019],[ 0.66862853 -1.07440157 -0.08554786],[-0.34436009  1.08601639  0.17688062],[-0.96052251 -0.63989838 -0.02026529]
221,[-1.05492901 -0.75228258 -0.0755244 ],[-1.20138884e+00 -2.18998260e-01 -1.32426277e-04],[-1.05492901 -0.75228258 -0.0755244 ],[-0.47428965  0.94860576  0.11870435],[ 0.23184959 -1.15422214 -0.08368195],[ 0.96371688 -0.50413837 -0.02309898],[-0.03838944 -1.27405191 -0.08445304],[-1.03970691 -0.7561032  -0.03922086],[ 0.67174806 -1.07246254 -0.08543961],[-0.34803506  1.08485781  0.17679748],[-0.95838085 -0.64309792 -0.02037942]
222,[-1.05280879 -0.75521566 -0.0758366 ],[-1.20071161e+00 -2.22681396e-01 -1.53941371e-04],[-1.05280879 -0.75521566 -0.0758366 ],[-0.47787461  0.94682563  0.11853843],[ 0.23558348 -1.153469   -0.08363828],[ 0.96555116 -0.50062345 -0.02294334],[-0.03472955 -1.274154   -0.08449719],[-1.03755463 -0.75904565 -0.03938123],[ 0.67486195 -1.07051451 -0.08533064],[-0.35170613  1.08368711  0.17671236],[-0.95622852 -0.64629031 -0.02049332]
223,[-1.05068032 -0.75814283 -0.07614822],[-1.20002308e+00 -2.26362438e-01 -1.75455018e-04],[-1.05068032 -0.75814283 -0.07614822],[-0.48145284  0.94503216  0.11837084],[ 0.23931491 -1.15270383 -0.08359374],[ 0.96737259 -0.49710188 -0.02278739],[-0.03106937 -1.27424563 -0.08454065],[-1.03539399 -0.76198199 -0.03954127],[ 0.67797018 -1.06855749 -0.08522096],[-0.35537328  1.0825043   0.17662527],[-0.95406554 -0.64947549 -0.020607  ]
224,[-1.04854361 -0.76106406 -0.07645923],[-1.19932328e+00 -2.30041351e-01 -1.96967015e-04],[-1.04854361 -0.76106406 -0.07645923],[-0.48502428  0.94322537  0.11820159],[ 0.24304385 -1.15192666 -0.08354834],[ 0.96918116 -0.49357369 -0.02263113],[-0.02740894 -1.27432678 -0.08458341],[-1.03322502 -0.7649122  -0.039701  ],[ 0.68107272 -1.0665915  -0.08511056],[-0.35903645  1.0813094   0.1765362 ],[-0.95189193 -0.65265345 -0.02072044]
225,[-1.0463987  -0.76397932 -0.07676965],[-1.19861219e+00 -2.33718101e-01 -2.18477159e-04],[-1.0463987  -0.76397932 -0.07676965],[-0.4885889   0.94140529  0.11803067],[ 0.24677026 -1.15113748 -0.08350206],[ 0.97097683 -0.49003894 -0.02247458],[-0.02374829 -1.27439746 -0.08462547],[-1.03104773 -0.76783624 -0.0398604 ],[ 0.68416954 -1.06461656 -0.08499944],[-0.36269561  1.08010241  0.17644517],[-0.94970773 -0.65582414 -0.02083366]
226,[-1.04424559 -0.76688861 -0.07707947],[-1.19788984e+00 -2.37392652e-01 -2.39985249e-04],[-1.04424559 -0.76688861 -0.07707947],[-0.49214662  0.93957195  0.11785809],[ 0.2504941  -1.15033632 -0.08345491],[ 0.97275958 -0.48649767 -0.02231772],[-0.02008744 -1.27445767 -0.08466684],[-1.02886215 -0.77075411 -0.04001949],[ 0.68726062 -1.06263268 -0.08488761],[-0.36635072  1.07888335  0.17635216],[-0.94751295 -0.65898753 -0.02094664]
227,[-1.0420843  -0.76979188 -0.07738868],[-1.19715621e+00 -2.41064972e-01 -2.61491082e-04],[-1.0420843  -0.76979188 -0.07738868],[-0.49569741  0.93772537  0.11768384],[ 0.25421532 -1.14952317 -0.08340689],[ 0.9745294  -0.48294993 -0.02216057],[-0.01642642 -1.27450741 -0.08470752],[-1.02666828 -0.77366578 -0.04017825],[ 0.69034594 -1.06063988 -0.08477507],[-0.37000174  1.07765224  0.17625718],[-0.94530763 -0.66214357 -0.02105939]
228,[-1.03991484 -0.77268912 -0.07769729],[-1.19641133e+00 -2.44735024e-01 -2.82994456e-04],[-1.03991484 -0.77268912 -0.07769729],[-0.49924122  0.93586557  0.11750794],[ 0.2579339  -1.14869805 -0.08335801],[ 0.97628625 -0.47939576 -0.02200313],[-0.01276527 -1.27454668 -0.0847475 ],[-1.02446615 -0.77657121 -0.04033669],[ 0.69342545 -1.05863818 -0.08466182],[-0.37364862  1.07640908  0.17616023],[-0.94309177 -0.66529225 -0.0211719 ]
229,[-1.03773724 -0.77558031 -0.07800528],[-1.19565520e+00 -2.48402774e-01 -3.04495168e-04],[-1.03773724 -0.77558031 -0.07800528],[-0.50277799  0.93399259  0.11733038],[ 0.26164979 -1.14786096 -0.08330825],[ 0.97803011 -0.47583522 -0.02184539],[-0.00910402 -1.27457548 -0.08478678],[-1.02225577 -0.7794704  -0.04049481],[ 0.69649915 -1.0566276  -0.08454785],[-0.37729132  1.07515389  0.17606131],[-0.94086542 -0.66843352 -0.02128418]
230,[-1.03555151 -0.77846543 -0.07831267],[-1.19488782e+00 -2.52068189e-01 -3.25993017e-04],[-1.03555151 -0.77846543 -0.07831267],[-0.50630767  0.93210644  0.11715117],[ 0.26536296 -1.14701191 -0.08325763],[ 0.97976096 -0.47226834 -0.02168736],[-0.00544269 -1.27459381 -0.08482537],[-1.02003716 -0.78236331 -0.0406526 ],[ 0.699567   -1.05460814 -0.08443318],[-0.38092981  1.07388669  0.17596042],[-0.93862859 -0.67156734 -0.02139622]
231,[-1.03335766 -0.78134445 -0.07861944],[-1.19410921e+00 -2.55731233e-01 -3.47487801e-04],[-1.03335766 -0.78134445 -0.07861944],[-0.50983023  0.93020716  0.11697031],[ 0.26907336 -1.14615092 -0.08320614],[ 0.98147878 -0.46869519 -0.02152904],[-0.00178132 -1.27460166 -0.08486325],[-1.01781034 -0.78524992 -0.04081006],[ 0.70262897 -1.05257984 -0.0843178 ],[-0.38456404  1.07260749  0.17585757],[-0.9363813  -0.67469369 -0.02150803]
232,[-1.03115573 -0.78421734 -0.0789256 ],[-1.19331937e+00 -2.59391872e-01 -3.68979316e-04],[-1.03115573 -0.78421734 -0.0789256 ],[-0.51334559  0.92829477  0.1167878 ],[ 0.27278096 -1.14527798 -0.08315379],[ 0.98318354 -0.46511579 -0.02137043],[ 0.00188007 -1.27459904 -0.08490045],[-1.01557533 -0.78813021 -0.0409672 ],[ 0.70568505 -1.0505427  -0.08420171],[-0.38819397  1.07131631  0.17575275],[-0.9341236  -0.67781253 -0.02161959]
233,[-1.02894571 -0.7870841  -0.07923114],[-1.19251830e+00 -2.63050072e-01 -3.90467361e-04],[-1.02894571 -0.7870841  -0.07923114],[-0.51685373  0.9263693   0.11660364],[ 0.27648572 -1.14439312 -0.08310056],[ 0.98487522 -0.46153021 -0.02121155],[ 0.00554145 -1.27458595 -0.08493694],[-1.01333214 -0.79100416 -0.041124  ],[ 0.70873521 -1.04849674 -0.08408491],[-0.39181957  1.07001315  0.17564597],[-0.93185549 -0.68092381 -0.02173091]
234,[-1.02672764 -0.78994468 -0.07953606],[-1.19170602e+00 -2.66705798e-01 -4.11951734e-04],[-1.02672764 -0.78994468 -0.07953606],[-0.52035458  0.92443078  0.11641784],[ 0.2801876  -1.14349633 -0.08304648],[ 0.9865538  -0.45793849 -0.02105238],[ 0.00920278 -1.27456239 -0.08497274],[-1.01108079 -0.79387174 -0.04128047],[ 0.71177942 -1.04644198 -0.08396741],[-0.39544079  1.06869803  0.17553722],[-0.929577   -0.68402752 -0.021842  ]
235,[-1.02450152 -0.79279908 -0.07984035],[-1.19088253e+00 -2.70359015e-01 -4.33432233e-04],[-1.02450152 -0.79279908 -0.07984035],[-0.5238481   0.92247923  0.11623041],[ 0.28388655 -1.14258763 -0.08299152],[ 0.98821926 -0.45434068 -0.02089292],[ 0.01286403 -1.27452835 -0.08500784],[-1.00882131 -0.79673293 -0.04143661],[ 0.71481765 -1.04437844 -0.08384921],[-0.39905759  1.06737097  0.17542652],[-0.92728816 -0.68712361 -0.02195283]
236,[-1.02226737 -0.79564727 -0.08014402],[-1.19004784e+00 -2.74009690e-01 -4.54908656e-04],[-1.02226737 -0.79564727 -0.08014402],[-0.52733423  0.92051469  0.11604133],[ 0.28758256 -1.14166703 -0.0829357 ],[ 0.98987157 -0.45073683 -0.0207332 ],[ 0.01652517 -1.27448385 -0.08504224],[-1.0065537  -0.7995877  -0.04159242],[ 0.71784989 -1.04230613 -0.0837303 ],[-0.40266993  1.06603199  0.17531385],[-0.924989   -0.69021205 -0.02206343]
237,[-1.02002522 -0.79848923 -0.08044706],[-1.18920197e+00 -2.77657789e-01 -4.76380801e-04],[-1.02002522 -0.79848923 -0.08044706],[-0.53081294  0.91853717  0.11585062],[ 0.29127556 -1.14073453 -0.08287902],[ 0.99151071 -0.44712697 -0.02057319],[ 0.02018619 -1.27442887 -0.08507594],[-1.004278   -0.80243604 -0.04174789],[ 0.72087609 -1.04022507 -0.08361068],[-0.40627777  1.06468109  0.17519923],[-0.92267954 -0.6932928  -0.02217378]
238,[-1.01777508 -0.80132493 -0.08074947],[-1.18834490e+00 -2.81303276e-01 -4.97848466e-04],[-1.01777508 -0.80132493 -0.08074947],[-0.53428417  0.91654671  0.11565827],[ 0.29496553 -1.13979016 -0.08282148],[ 0.99313666 -0.44351117 -0.02041291],[ 0.02384703 -1.27436342 -0.08510894],[-1.00199421 -0.80527792 -0.04190303],[ 0.72389625 -1.03813528 -0.08349037],[-0.40988107  1.0633183   0.17508264],[-0.92035981 -0.69636583 -0.02228388]
239,[-1.01551696 -0.80415435 -0.08105125],[-1.18747666e+00 -2.84946117e-01 -5.19311449e-04],[-1.01551696 -0.80415435 -0.08105125],[-0.53774786  0.91454333  0.1154643 ],[ 0.29865243 -1.1388339  -0.08276307],[ 0.9947494  -0.43988947 -0.02025236],[ 0.02750768 -1.2742875  -0.08514124],[-0.99970235 -0.80811332 -0.04205783],[ 0.72691033 -1.03603678 -0.08336935],[-0.41347979  1.06194362  0.1749641 ],[-0.91802982 -0.69943111 -0.02239373]
240,[-1.01325089 -0.80697748 -0.0813524 ],[-1.18659726e+00 -2.88586279e-01 -5.40769548e-04],[-1.01325089 -0.80697748 -0.0813524 ],[-0.54120398  0.91252707  0.11526869],[ 0.30233622 -1.13786579 -0.0827038 ],[ 0.9963489  -0.43626192 -0.02009154],[ 0.0311681  -1.27420111 -0.08517284],[-0.99740244 -0.81094221 -0.04221229],[ 0.72991831 -1.03392958 -0.08324763],[-0.41707389  1.06055707  0.17484361],[-0.91568962 -0.70248861 -0.02250334]
241,[-1.01097688 -0.80979428 -0.0816529 ],[-1.18570669e+00 -2.92223727e-01 -5.62222562e-04],[-1.01097688 -0.80979428 -0.0816529 ],[-0.54465248  0.91049795  0.11507147],[ 0.30601685 -1.13688582 -0.08264367],[ 0.99793516 -0.43262857 -0.01993046],[ 0.03482827 -1.27410426 -0.08520375],[-0.99509451 -0.81376457 -0.04236641],[ 0.73292017 -1.0318137  -0.08312522],[-0.42066332  1.05915868  0.17472116],[-0.91333922 -0.70553827 -0.02261269]
242,[-1.00869495 -0.81260474 -0.08195277],[-1.18480498e+00 -2.95858427e-01 -5.83670288e-04],[-1.00869495 -0.81260474 -0.08195277],[-0.5480933   0.90845599  0.11487262],[ 0.3096943  -1.13589401 -0.08258268],[ 0.99950813 -0.42898945 -0.0197691 ],[ 0.03848815 -1.27399693 -0.08523395],[-0.99277857 -0.81658039 -0.04252019],[ 0.73591587 -1.02968916 -0.08300211],[-0.42424806  1.05774844  0.17459676],[-0.91097865 -0.70858009 -0.02272179]
243,[-1.00640512 -0.81540883 -0.082252  ],[-1.18389212e+00 -2.99490345e-01 -6.05112525e-04],[-1.00640512 -0.81540883 -0.082252  ],[-0.55152639  0.90640124  0.11467216],[ 0.31336853 -1.13489036 -0.08252082],[ 1.00106781 -0.42534464 -0.01960749],[ 0.04214772 -1.27387914 -0.08526346],[-0.99045463 -0.81938963 -0.04267363],[ 0.73890539 -1.02755598 -0.0828783 ],[-0.42782806  1.05632639  0.17447041],[-0.90860793 -0.71161401 -0.02283064]
244,[-1.00410741 -0.81820654 -0.08255058],[-1.18296813e+00 -3.03119446e-01 -6.26549072e-04],[-1.00410741 -0.81820654 -0.08255058],[-0.55495172  0.90433372  0.11447007],[ 0.31703949 -1.1338749  -0.08245811],[ 1.00261417 -0.42169416 -0.01944561],[ 0.04580693 -1.27375088 -0.08529226],[-0.98812272 -0.82219227 -0.04282672],[ 0.74188871 -1.02541417 -0.08275379],[-0.43140327  1.05489254  0.17434211],[-0.9062271  -0.71464001 -0.02293923]
245,[-1.00180183 -0.82099783 -0.08284851],[-1.18203301e+00 -3.06745696e-01 -6.47979726e-04],[-1.00180183 -0.82099783 -0.08284851],[-0.55836922  0.90225345  0.11426638],[ 0.32070714 -1.13284762 -0.08239454],[ 1.0041472  -0.41803807 -0.01928348],[ 0.04946578 -1.27361215 -0.08532036],[-0.98578286 -0.8249883  -0.04297947],[ 0.74486581 -1.02326376 -0.0826286 ],[-0.43497367  1.05344689  0.17421186],[-0.90383618 -0.71765806 -0.02304757]
246,[-0.9994884 -0.8237827 -0.0831458],[-1.18108678e+00 -3.10369062e-01 -6.69404287e-04],[-0.9994884 -0.8237827 -0.0831458],[-0.56177886  0.90016046  0.11406107],[ 0.32437146 -1.13180854 -0.08233011],[ 1.00566686 -0.41437643 -0.01912109],[ 0.05312421 -1.27346296 -0.08534776],[-0.98343506 -0.82777768 -0.04313188],[ 0.74783665 -1.02110476 -0.0825027 ],[-0.4385392   1.05198948  0.17407966],[-0.9014352  -0.72066811 -0.02315565]
247,[-0.99716715 -0.82656111 -0.08344243],[-1.18012944e+00 -3.13989508e-01 -6.90822552e-04],[-0.99716715 -0.82656111 -0.08344243],[-0.56518058  0.8980548   0.11385416],[ 0.3280324  -1.13075767 -0.08226482],[ 1.00717315 -0.41070927 -0.01895844],[ 0.05678221 -1.27330331 -0.08537446],[-0.98107935 -0.83056041 -0.04328393],[ 0.75080122 -1.01893719 -0.08237612],[-0.44209984  1.0505203   0.17394552],[-0.89902417 -0.72367014 -0.02326348]
248,[-0.99483808 -0.82933305 -0.08373841],[-1.17916100e+00 -3.17607002e-01 -7.12234321e-04],[-0.99483808 -0.82933305 -0.08373841],[-0.56857433  0.89593648  0.11364564],[ 0.33168991 -1.12969502 -0.08219868],[ 1.00866604 -0.40703664 -0.01879555],[ 0.06043974 -1.2731332  -0.08540046],[-0.97871574 -0.83333644 -0.04343564],[ 0.75375948 -1.01676106 -0.08224884],[-0.44565553  1.04903939  0.17380943],[-0.89660314 -0.72666411 -0.02337104]
249,[-0.99250122 -0.83209849 -0.08403374],[-1.17818148e+00 -3.21221509e-01 -7.33639391e-04],[-0.99250122 -0.83209849 -0.08403374],[-0.57196008  0.89380553  0.11343553],[ 0.33534398 -1.1286206  -0.08213168],[ 1.01014551 -0.4033586  -0.0186324 ],[ 0.06409678 -1.27295262 -0.08542576],[-0.97634425 -0.83610577 -0.043587  ],[ 0.75671142 -1.0145764  -0.08212087],[-0.44920624  1.04754676  0.1736714 ],[-0.89417212 -0.72964998 -0.02347835]
250,[-0.99015658 -0.83485741 -0.0843284 ],[-1.17719087e+00 -3.24832996e-01 -7.55037562e-04],[-0.99015658 -0.83485741 -0.0843284 ],[-0.57533776  0.89166199  0.11322381],[ 0.33899455 -1.12753443 -0.08206382],[ 1.01161154 -0.3996752  -0.018469  ],[ 0.06775329 -1.27276159 -0.08545035],[-0.9739649  -0.83886837 -0.043738  ],[ 0.759657   -1.01238323 -0.08199222],[-0.45275194  1.04604242  0.17353143],[-0.89173115 -0.73262774 -0.02358539]
251,[-0.98780419 -0.83760979 -0.08462241],[-1.17618919e+00 -3.28441427e-01 -7.76428633e-04],[-0.98780419 -0.83760979 -0.08462241],[-0.57870734  0.88950588  0.1130105 ],[ 0.34264159 -1.12643651 -0.08199511],[ 1.01306411 -0.39598648 -0.01830536],[ 0.07140924 -1.2725601  -0.08547424],[-0.97157771 -0.84162421 -0.04388866],[ 0.76259621 -1.01018155 -0.08186287],[-0.45629257  1.04452639  0.17338953],[-0.88928025 -0.73559733 -0.02369217]
252,[-0.98544406 -0.84035561 -0.08491575],[-1.17517645e+00 -3.32046770e-01 -7.97812402e-04],[-0.98544406 -0.84035561 -0.08491575],[-0.58206876  0.88733724  0.11279559],[ 0.34628506 -1.12532685 -0.08192555],[ 1.01450321 -0.39229249 -0.01814148],[ 0.07506461 -1.27234816 -0.08549743],[-0.9691827  -0.84437328 -0.04403896],[ 0.76552902 -1.0079714  -0.08173284],[-0.45982811  1.04299869  0.17324568],[-0.88681944 -0.73855874 -0.02379869]
